Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
5042,58,1.0,47.7695512582566,36.52332724261017,12.0,11,0.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7953,58,3.0,73.25233253107835,49.06864166151242,9.0,5,9.0,2010,0.31019913,B,B,11,2748,1,1162.0852713178294,0,0,B
13108,24,2.0,54.59057671317649,32.09688185614966,8.0,11,17.0,1990,0.111627393,B,B,50,12238,8,1970.0,2,3,B
5671,55,2.0,51.383348408088,33.30948686588327,8.0,6,10.0,1999,0.041365446,B,B,31,5569,0,1162.0852713178294,1,4,B
12103,27,2.0,63.95362289550447,67.9635899486133,0.0,17,15.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
14915,10,2.0,38.26940528309434,25.64675516398682,6.0,5,14.0,1971,0.089039719,B,B,33,7976,5,1162.0852713178294,0,11,B
10028,69,3.0,75.9558882819494,48.91518203180487,10.0,8,16.0,1984,0.000991363,B,B,33,6783,3,1162.0852713178294,1,9,B
6491,6,3.0,80.52416501091461,40.70104008260464,1.0,6,1.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
786,2,3.0,77.07459905232528,42.920592368173295,8.0,14,14.0,1997,0.309479124,B,B,35,7715,4,990.0,0,6,B
12800,27,2.0,54.80488330709369,32.30647626697637,9.0,8,17.0,2003,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
2590,18,2.0,54.23995778498378,31.648150098788754,8.0,4,14.0,1988,0.0,B,B,30,5562,0,1162.0852713178294,0,5,A
1198,155,1.0,37.91878819274525,23.26558950391001,9.0,9,12.0,1965,0.042307271,B,B,17,2810,9,4849.0,3,6,B
15581,23,2.0,63.52707505153513,36.52332724261017,1.0,3,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
8070,38,2.0,40.2169312091974,26.782434878219465,7.0,8,9.0,1964,0.060753049,B,B,15,2787,2,520.0,0,7,B
13224,23,3.0,78.02913064985455,36.52332724261017,1.0,8,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
14968,62,3.0,93.21625454264208,36.52332724261017,1.0,5,3.0,2014,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
11029,30,1.0,31.73762464318432,32.104178356122496,8.0,26,25.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
10033,167,1.0,35.677794131006095,20.883123478274268,9.0,10,12.0,1970,0.051942062,B,B,17,4017,7,800.0,2,0,B
988,90,2.0,54.84691283725718,31.739446074538776,8.0,6,16.0,1977,0.265088676,B,B,37,5288,0,1937.0,3,2,B
5708,45,2.0,61.91108021112278,59.83682623173718,10.0,14,24.0,2017,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
4149,91,2.0,47.43125670168568,31.96556364234341,5.0,5,5.0,1980,0.000995363,B,B,42,7651,1,1162.0852713178294,1,5,B
3325,27,2.0,63.30607472090525,36.52332724261017,1.0,14,1.0,1977,0.011654127,B,B,4,915,0,1162.0852713178294,0,0,B
4515,93,1.0,38.23602809345085,23.410468097576388,8.0,4,12.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
15543,3,1.0,33.0855116137428,22.161536466656138,6.0,4,9.0,1976,0.265088676,B,B,37,5288,0,1937.0,3,2,B
10847,23,2.0,54.99739958010335,36.52332724261017,1.0,7,17.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
6836,39,2.0,45.131281528169744,30.780550607450408,6.0,2,5.0,1965,0.428825818,B,B,25,5011,8,730.0,0,2,B
13970,8,1.0,49.80697557729386,45.91082506558675,1.0,32,32.0,2009,0.092290642,B,B,21,4346,2,165.0,1,2,B
15999,9,3.0,81.54186376731067,51.69371309906209,7.0,3,12.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
7221,23,3.0,77.14029916443603,36.52332724261017,1.0,21,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
547,46,1.0,36.838952877236345,14.755042708076177,9.0,14,16.0,2009,0.0,B,B,47,11319,0,1145.0,3,5,B
310,27,3.0,45.41135800046039,49.88336797864756,0.0,18,25.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
2649,79,1.0,46.14538172137318,43.34051026340398,10.0,23,25.0,2015,0.307466659,B,A,30,5048,9,325.0,2,5,B
5957,99,1.0,38.65885932064208,15.68550783079715,9.0,3,17.0,2002,0.012338886,B,B,35,5776,1,2078.0,2,4,B
4034,111,2.0,46.9177295096103,33.15402533710506,5.0,6,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B
4198,23,2.0,53.09235955387693,36.52332724261017,10.0,5,3.0,2016,0.005767451,B,B,1,388,0,1162.0852713178294,0,0,B
1957,6,2.0,66.92272143287646,5.230383072597477,1.0,4,17.0,2019,0.243204519,B,B,5,1564,0,540.0,0,0,B
16666,17,2.0,57.40806102739092,32.5176978873417,8.0,27,25.0,2002,0.0,B,B,18,3374,5,620.0,1,2,B
11375,130,1.0,40.82858950829207,20.717105960720488,8.0,3,9.0,1964,0.341071945,B,B,27,5664,48,2300.0,3,11,B
15095,6,3.0,83.79342035694563,36.52332724261017,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4475,0,2.0,45.79745147518742,32.44552700548732,5.0,2,5.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
15483,74,1.0,52.34891900290146,16.146111258237852,13.0,4,17.0,2016,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
4803,23,3.0,102.14927113721764,36.52332724261017,1.0,6,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
9025,74,2.0,79.95089442890368,41.37454579779746,16.0,15,17.0,2015,0.309479124,B,B,35,7715,4,990.0,0,6,B
7091,61,3.0,65.45248735802646,41.842307564680645,8.0,11,12.0,1987,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
6331,157,2.0,53.570865114447386,36.70597346329551,8.0,3,8.0,1961,0.0,B,B,30,7538,87,4702.0,5,5,B
2427,30,2.0,56.491552295587546,36.52332724261017,1.0,18,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
14180,60,1.0,37.357989544334266,17.785678488988694,7.0,7,7.0,2000,0.007658515,B,B,35,7077,56,2301.0,3,19,B
10123,120,1.0,56.75871242946553,54.91231332224197,1.0,7,7.0,1977,0.341071945,B,B,27,5664,48,2300.0,3,11,B
5081,57,2.0,48.236742300270826,28.164844407759023,5.0,2,5.0,1967,0.133215333,B,B,49,11395,3,1406.0,3,4,A
15759,17,2.0,57.6018699737095,37.74474320489497,10.0,78,22.0,1989,0.0,B,B,25,5027,4,46.0,1,1,B
3113,80,1.0,36.452012579147,20.662026559113084,6.0,8,12.0,1975,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
16089,66,2.0,57.0651733126042,36.95947586268216,7.0,2,5.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B
13386,21,2.0,40.16868497198816,25.214586816843905,7.0,7,9.0,1966,0.034331497,B,B,25,5487,3,1162.0852713178294,0,4,B
7899,1,1.0,42.25931136958715,41.73178329630926,10.0,19,17.0,2019,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
3707,11,2.0,46.26614120182139,28.44894076293427,6.0,3,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
12543,13,1.0,39.90591905013406,22.841937725802868,10.0,18,22.0,1999,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
4847,77,2.0,52.11521066968584,34.636292334434955,8.0,5,12.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
10435,67,2.0,52.1193655125217,33.24378032009347,6.0,8,12.0,1979,0.100455735,B,B,43,7227,0,1162.0852713178294,1,6,A
12267,101,2.0,60.11907253509817,33.29233519634215,11.0,10,12.0,2004,0.038692987,B,B,28,6533,1,1015.0,2,5,B
13908,22,1.0,33.819658796584314,21.85062639653824,5.0,6,5.0,1967,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9115,27,1.0,31.416478657308826,28.46446705817943,7.0,6,19.0,2014,0.211401214,B,B,9,1892,0,1162.0852713178294,0,1,B
10012,83,2.0,48.83062368522637,28.24201936961241,5.0,9,9.0,1974,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
3602,29,3.0,92.55162723466968,59.69832501470804,7.0,4,5.0,1958,0.040242764,B,B,25,3478,11,2729.0,3,1,B
2733,9,1.0,46.4853683347085,36.52332724261017,1.0,3,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
7009,46,2.0,49.2739815503591,29.52187617932179,6.0,9,9.0,1974,0.0,B,B,47,11319,0,1145.0,3,5,B
13931,138,2.0,43.69853923637347,26.41510393522152,5.0,4,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
56,8,2.0,65.81016592669467,36.66376811484208,12.0,4,17.0,2006,0.092290642,B,B,21,4346,2,165.0,1,2,B
2558,1,1.0,37.44635965807901,36.52332724261017,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
3344,23,2.0,64.14247882964945,36.52332724261017,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
5250,96,4.0,87.77638168144794,54.620539994927256,10.0,25,24.0,2014,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
4046,21,2.0,45.40632914970554,26.157528158951568,5.0,4,5.0,1965,0.034331497,B,B,25,5487,3,1162.0852713178294,0,4,B
4425,138,2.0,43.41977960119376,30.62710727151296,5.0,5,5.0,1962,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
11955,126,2.0,46.70703392791398,30.90532537168817,5.0,4,5.0,1967,0.333891544,B,B,30,6564,1,1162.0852713178294,0,0,B
4109,52,2.0,66.86134297046617,65.8346422822604,0.0,4,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
6973,29,1.0,38.203350949698745,21.558270894980048,7.0,5,5.0,1964,0.069660344,B,B,31,6119,4,1162.0852713178294,1,2,B
3528,9,2.0,60.72022967076947,36.68971084897032,10.0,16,17.0,1992,0.13012277,B,B,8,1986,0,1162.0852713178294,0,0,B
6924,27,2.0,67.3047933486833,36.52332724261017,1.0,8,1.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
3725,27,1.0,41.68832813488761,40.55421074722895,1.0,15,17.0,2018,0.011654127,B,B,4,915,0,1162.0852713178294,0,0,B
12766,74,1.0,46.238972132148206,36.52332724261017,10.0,8,20.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
10213,1,3.0,80.31877990996487,47.841238835728085,10.0,3,22.0,2008,0.025609157,B,B,33,5261,0,240.0,3,1,B
11228,6,1.0,79.09204793622216,5.7986639628099725,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4221,166,2.0,68.5185614600764,45.37374689265626,9.0,5,7.0,1953,0.174739084,B,B,17,3379,9,100.0,0,3,B
2440,61,2.0,39.660695434791954,26.69614459103268,6.0,5,12.0,1968,0.298204575,B,B,16,4048,3,1162.0852713178294,1,3,B
9780,153,3.0,81.41855188888894,48.5060919782026,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
4799,4,2.0,67.31385382276201,38.39385873477155,10.0,8,9.0,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B
5619,30,1.0,45.5497533000315,43.339849534400045,1.0,9,9.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4181,27,2.0,53.96810277468793,36.52332724261017,0.0,13,0.0,1977,0.011654127,B,B,4,915,0,1162.0852713178294,0,0,B
13010,47,1.0,36.99710421494543,20.39821726072008,8.0,16,16.0,1980,0.101872465,B,B,23,4583,3,1162.0852713178294,3,3,B
891,85,2.0,65.55069031351593,61.68927974726668,10.0,13,22.0,1988,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1788,35,2.0,46.576816537821614,33.85211360381735,6.0,5,12.0,1972,0.089039719,B,B,33,7976,5,1162.0852713178294,0,11,B
12054,27,3.0,79.14676873255533,76.71012708220606,10.0,3,4.0,2018,0.011654127,B,B,4,915,0,1162.0852713178294,0,0,B
7184,185,2.0,54.49277755096296,30.40022695400813,9.0,17,17.0,2004,0.025609157,B,B,33,5261,0,240.0,3,1,B
1551,1,2.0,62.54237329334708,36.52332724261017,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
7656,63,3.0,73.85250677685583,46.96831933654504,10.0,9,22.0,1984,0.23861713,B,B,26,3889,6,705.0,3,6,B
4276,83,2.0,52.12541346590567,33.65406132469541,8.0,5,12.0,1980,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
16579,3,2.0,53.62124783920879,31.480195207196918,8.0,6,17.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
12134,52,2.0,66.46342969601757,36.52332724261017,1.0,12,16.0,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
14410,167,2.0,57.906996484887685,35.62563715026764,6.0,8,6.0,1941,0.050272014,B,B,21,4231,14,1020.0,0,3,B
8808,119,2.0,46.198854171111,32.8420639512144,5.0,2,5.0,1963,0.000995363,B,B,42,7651,1,1162.0852713178294,1,5,B
11740,111,1.0,40.668266080771645,23.08679291532189,10.0,19,22.0,2004,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3531,3,1.0,38.052598703234246,22.84464460709457,9.0,5,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
54,34,2.0,59.94254484524704,36.52332724261017,1.0,5,1.0,1977,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
15856,74,2.0,69.26318347353308,36.52332724261017,1.0,6,1.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
9546,23,2.0,55.74682233751493,36.52332724261017,1.0,5,1.0,1977,0.034656082,B,B,0,168,0,1162.0852713178294,0,0,B
4754,91,1.0,36.98344368452791,18.74100808238918,7.0,7,9.0,1969,0.333891544,B,B,30,6564,1,1162.0852713178294,0,0,B
9391,6,3.0,74.13712826120147,36.52332724261017,12.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
5915,57,2.0,45.16810890183958,29.11165496192746,5.0,6,5.0,1966,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9940,12,2.0,47.14104160913119,30.925938891703645,5.0,6,9.0,1982,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
7343,27,2.0,68.17862676284905,36.52332724261017,10.0,19,22.0,1977,0.211401214,B,B,9,1892,0,1162.0852713178294,0,1,B
6904,13,1.0,39.74831423808261,22.805144034701737,8.0,8,17.0,1997,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
10752,33,3.0,87.88829278477048,53.79977893629557,8.0,5,5.0,1958,0.051942062,B,B,17,4017,7,800.0,2,0,B
5461,155,4.0,86.9559525934521,63.159807766887255,6.0,4,6.0,1938,0.042307271,B,B,17,2810,9,4849.0,3,6,B
2216,182,2.0,46.04087611910128,32.25563079035316,5.0,2,12.0,1968,0.015016892,B,B,17,3079,59,2890.0,0,8,B
5648,61,2.0,47.563848008878814,34.15159171310503,6.0,8,12.0,1980,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
13837,91,1.0,39.68949084844052,19.21900510689613,9.0,8,12.0,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B
12787,129,1.0,39.34314978631932,21.02378501374742,8.0,4,5.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B
615,90,1.0,40.59683289423657,21.24519725288977,8.0,14,15.0,1976,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2789,8,2.0,63.841005876788,35.88681289407789,10.0,7,17.0,1995,0.219006007,B,B,28,6746,3,1162.0852713178294,1,4,B
11005,23,3.0,84.44533637955705,36.52332724261017,1.0,16,1.0,2016,0.034656082,B,B,0,168,0,1162.0852713178294,0,0,B
7913,45,3.0,83.57891990838368,36.52332724261017,0.0,7,1.0,2013,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
452,75,1.0,38.68291749898939,23.28879640835423,10.0,16,16.0,1988,0.307466659,B,A,30,5048,9,325.0,2,5,B
391,99,1.0,33.21163650610413,20.81459698280508,6.0,8,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
4840,91,1.0,38.467265691700405,24.462012240625352,9.0,8,12.0,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B
12494,57,3.0,82.19384007275632,46.55584266648811,13.0,12,17.0,2000,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
16355,67,2.0,51.355861751943856,34.69136406429118,6.0,10,12.0,1981,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
1529,52,1.0,40.35607174342222,36.52332724261017,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
14203,9,1.0,43.36803151186125,19.815651606753917,8.0,3,17.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
68,42,2.0,67.07601253142803,32.00953479501489,11.0,16,24.0,2007,0.158249043,B,B,21,5731,0,1162.0852713178294,1,0,B
10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,1162.0852713178294,0,1,B
7425,27,1.0,41.43988853509735,39.2670509603737,10.0,8,22.0,2017,0.211401214,B,B,9,1892,0,1162.0852713178294,0,1,B
11129,208,1.0,32.770108538675885,22.616294913566627,5.0,4,5.0,1961,0.042031587,B,B,37,6856,84,1940.0,2,5,B
5358,62,2.0,60.970763187419976,36.52332724261017,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
12701,37,1.0,44.06033875294317,20.715788474501867,8.0,9,12.0,1983,0.232205084,B,B,24,4860,1,80.0,0,3,B
4391,27,2.0,40.0254905290089,43.603072484157465,10.0,8,12.0,2016,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
15970,23,2.0,61.06267689044472,36.52332724261017,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
5948,6,1.0,40.11398408545357,4.612265128629062,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9694,12,2.0,53.78416894500906,30.26052529727913,8.0,14,14.0,1992,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
13314,123,1.0,39.729012992625904,24.20476870171841,6.0,5,9.0,1972,0.0,B,B,47,11319,0,1145.0,3,5,B
16637,27,2.0,64.16805290294141,36.52332724261017,1.0,3,1.0,2014,0.017647053,B,B,2,469,0,1162.0852713178294,0,0,B
355,61,2.0,47.55062280411278,34.447034686760446,6.0,4,12.0,1976,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
12725,61,1.0,35.86816577872149,24.79734269622739,6.0,7,9.0,1977,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
3956,37,3.0,81.1292398886751,44.25973250812691,10.0,15,22.0,2005,0.178916796,B,B,18,3594,4,192.0,1,5,B
11124,128,2.0,68.51228206593088,37.75357174319168,12.0,10,17.0,2006,0.0,B,B,27,4798,0,30.0,2,8,B
3379,45,2.0,60.21149184211923,36.52332724261017,0.0,19,0.0,1977,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
1359,6,2.0,60.072328057408654,36.52332724261017,15.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
5281,34,4.0,98.49159665953,89.91552400757601,1.0,8,9.0,2015,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
6771,23,2.0,61.49792485804694,36.52332724261017,1.0,13,17.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
5906,109,1.0,33.85286195621289,21.12857910284489,6.0,4,9.0,1979,0.1363303,B,B,30,6141,10,262.0,3,6,B
9897,41,2.0,54.13232486276449,33.01516142531034,10.0,5,16.0,1985,0.175054867,B,B,36,10055,3,1162.0852713178294,1,0,B
7312,95,1.0,33.39500300805287,23.587507070887277,5.0,8,9.0,1968,0.0,B,B,7,1660,39,1786.0,1,5,B
10637,128,3.0,76.77866752222555,43.85839860387756,8.0,15,14.0,1998,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
7340,1,3.0,87.40219912451137,85.42636483159407,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
10397,27,3.0,65.36041675560371,65.62741601653288,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
14356,54,2.0,78.17621653251605,75.03267993591038,1.0,10,8.0,2014,0.006076152,B,B,30,5285,0,645.0,6,6,B
979,48,3.0,67.44586674103557,48.074436521782864,6.0,11,12.0,1983,0.041124634,B,B,46,9515,5,1162.0852713178294,1,10,B
5793,82,2.0,46.80244397331724,28.906196969169606,6.0,3,12.0,1977,0.037316452,B,B,32,6748,93,562.0,4,10,B
12007,29,1.0,38.2003208965624,27.06610638653759,5.0,5,5.0,1967,0.069660344,B,B,31,6119,4,1162.0852713178294,1,2,B
1658,78,1.0,32.37262587105627,22.618148825210728,6.0,6,12.0,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B
14794,9,2.0,48.23573085439865,30.228384997745856,5.0,3,12.0,1970,0.31019913,B,B,11,2748,1,1162.0852713178294,0,0,B
5806,8,1.0,36.56453984475184,21.16888468040269,9.0,16,16.0,1983,0.219006007,B,B,28,6746,3,1162.0852713178294,1,4,B
5132,6,1.0,39.35238606819616,36.52332724261017,1.0,12,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1274,23,2.0,53.43766474278686,36.52332724261017,1.0,2,2.0,1977,0.005767451,B,B,1,388,0,1162.0852713178294,0,0,B
609,9,2.0,43.255853827147455,30.80462712594298,5.0,6,5.0,1972,0.161531741,B,B,25,5648,1,30.0,2,4,B
16741,99,1.0,38.445139225327495,25.629777789912467,6.0,8,9.0,1976,0.012338886,B,B,35,5776,1,2078.0,2,4,B
1968,27,2.0,138.0391817134653,92.4840984101504,42.0,3,3.0,2016,0.014072961,B,B,2,475,0,1162.0852713178294,0,0,B
4010,2,3.0,66.38634457681522,38.75961169565053,8.0,7,12.0,1985,0.0,B,B,33,7425,1,1162.0852713178294,2,5,B
941,9,3.0,78.07812950073749,44.44074485914806,9.0,9,11.0,2016,0.161531741,B,B,25,5648,1,30.0,2,4,B
16727,6,3.0,76.82031094337486,43.19516397854557,12.0,15,17.0,2008,0.243204519,B,B,5,1564,0,540.0,0,0,B
12969,27,1.0,45.42293117687234,20.360873410249077,1.0,3,4.0,1977,0.01405792,B,B,1,290,0,1162.0852713178294,0,0,B
14247,53,2.0,47.69955273695986,30.54543858793749,5.0,7,9.0,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B
15347,157,3.0,57.9749002841198,42.57659099426432,5.0,5,5.0,1958,0.0,B,B,30,7538,87,4702.0,5,5,B
3502,89,1.0,35.298727218702595,24.712248471046475,5.0,4,9.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B
9547,8,1.0,31.20241471022778,20.416058214796795,5.0,5,5.0,1965,0.092290642,B,B,21,4346,2,165.0,1,2,B
272,41,3.0,50.55302531149618,35.496396539080266,6.0,3,9.0,1975,0.036122292,B,B,24,4378,0,1036.0,1,1,B
16251,9,1.0,45.74226717354091,36.52332724261017,1.0,18,18.0,2014,0.161531741,B,B,25,5648,1,30.0,2,4,B
5057,29,3.0,99.5193969686542,52.177740745330105,11.0,15,30.0,2013,0.069660344,B,B,31,6119,4,1162.0852713178294,1,2,B
13966,17,2.0,65.45798733937059,37.49996785008108,11.0,7,17.0,2010,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3146,1,3.0,83.0531208131697,36.52332724261017,10.0,7,17.0,2017,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
6270,12,2.0,63.85426025109717,38.91967690165871,10.0,5,14.0,1999,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
12471,116,2.0,51.30792299464552,28.189614891461225,6.0,4,10.0,1959,0.341071945,B,B,27,5664,48,2300.0,3,11,B
13576,40,2.0,56.28031161619775,35.36073381290812,7.0,3,9.0,1971,0.200146802,B,B,23,3975,8,770.0,2,0,B
316,23,1.0,53.706092584251145,49.49378812051457,1.0,7,9.0,1977,0.014072961,B,B,2,475,0,1162.0852713178294,0,0,B
6273,61,2.0,47.48969088138692,28.189122288726026,6.0,1,12.0,1981,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
7734,129,1.0,36.205640925640544,19.572053389636096,9.0,11,12.0,1968,0.020741326,B,B,24,5613,5,1340.0,2,5,B
16754,33,2.0,45.643389206941535,36.52332724261017,0.0,4,16.0,1977,0.236108458,B,B,16,3893,27,1162.0852713178294,3,10,B
18,15,3.0,64.2386714673314,39.263152217715714,8.0,12,12.0,1983,0.158249043,B,B,21,5731,0,1162.0852713178294,1,0,B
12599,101,1.0,39.582100175982326,20.54706542320045,8.0,6,12.0,2006,0.225824954,A,B,41,6558,7,1548.0,3,2,B
6322,8,1.0,35.282441197158064,18.22860281484161,6.0,7,12.0,1980,0.458174486,B,A,26,4439,1,1130.0,1,5,B
9818,53,3.0,81.5544794171576,52.30931760461256,10.0,8,25.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
4820,22,1.0,42.35996399073461,36.52332724261017,1.0,7,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
12512,27,1.0,40.95067261511347,36.52332724261017,0.0,2,0.0,1977,0.017647053,B,B,2,469,0,1162.0852713178294,0,0,B
12644,1,2.0,62.13862235787858,51.31374571980454,10.0,17,17.0,2018,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
10111,99,2.0,46.57320476140736,29.68657333169928,6.0,11,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
13913,74,1.0,41.95676772753267,21.421641472101847,8.0,2,17.0,1991,0.371148999,B,B,34,7065,1,750.0,2,5,B
5881,1,2.0,55.82642843404962,36.52332724261017,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
13464,161,2.0,35.90870976308535,21.62731584711248,6.0,5,9.0,1972,0.014423114,B,B,19,3806,4,1162.0852713178294,0,3,B
10761,52,2.0,95.9660725941068,48.57721418972074,15.0,25,25.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B
12398,32,3.0,65.51255803370036,45.15210020116864,7.0,5,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
11856,25,2.0,74.3768153068767,44.4882555301778,5.0,4,25.0,2006,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
14313,8,1.0,35.95865414882536,22.73512181831648,7.0,7,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
9330,23,3.0,105.36900978380125,36.52332724261017,0.0,5,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
13543,167,3.0,80.22072039829618,51.68709687016006,7.0,5,5.0,1959,0.050272014,B,B,21,4231,14,1020.0,0,3,B
7602,1,2.0,65.7304188727696,36.52332724261017,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
9575,47,3.0,67.92825485457547,41.007276530526006,8.0,5,12.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
14897,3,1.0,33.25521536544214,18.0162602507066,6.0,8,9.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
3148,31,2.0,86.4033153606915,53.353463313847065,16.0,5,40.0,2015,0.151346216,B,A,32,5889,10,830.0,4,1,B
